Year,State Name,Dist Name,ANNUAL RAINFALL (Millimeters)
2011,Karnataka,Gulbarga / Kalaburagi,593
2012,Karnataka,Gulbarga / Kalaburagi,667.7
2013,Karnataka,Gulbarga / Kalaburagi,838.9
2014,Karnataka,Gulbarga / Kalaburagi,735.6
2015,Karnataka,Gulbarga / Kalaburagi,595.3
1966,Karnataka,Dakshina Kannada,3231.1
1967,Karnataka,Dakshina Kannada,3830.2
1968,Karnataka,Dakshina Kannada,4472.7
1969,Karnataka,Dakshina Kannada,4070.1
1970,Karnataka,Dakshina Kannada,4876.2
1971,Karnataka,Dakshina Kannada,4356.9
1972,Karnataka,Dakshina Kannada,3697.9
1973,Karnataka,Dakshina Kannada,3789
1974,Karnataka,Dakshina Kannada,4186.1
1975,Karnataka,Dakshina Kannada,5289
1976,Karnataka,Dakshina Kannada,3508.1
1977,Karnataka,Dakshina Kannada,4330.5
1978,Karnataka,Dakshina Kannada,5023.3
1979,Karnataka,Dakshina Kannada,3317.4
1980,Karnataka,Dakshina Kannada,4655.7
1981,Karnataka,Dakshina Kannada,4288.2
1982,Karnataka,Dakshina Kannada,4178.3
1983,Karnataka,Dakshina Kannada,4036.8
1984,Karnataka,Dakshina Kannada,3659.7
1985,Karnataka,Dakshina Kannada,3420.7
1986,Karnataka,Dakshina Kannada,3463.5
1987,Karnataka,Dakshina Kannada,2828.1
1988,Karnataka,Dakshina Kannada,3603.4
1989,Karnataka,Dakshina Kannada,3959.3
1990,Karnataka,Dakshina Kannada,4296
1991,Karnataka,Dakshina Kannada,4022
1992,Karnataka,Dakshina Kannada,4233
1993,Karnataka,Dakshina Kannada,3711.5
1994,Karnataka,Dakshina Kannada,5051
1995,Karnataka,Dakshina Kannada,4263
1996,Karnataka,Dakshina Kannada,3966
1997,Karnataka,Dakshina Kannada,4944
1998,Karnataka,Dakshina Kannada,4620
1999,Karnataka,Dakshina Kannada,4259
2000,Karnataka,Dakshina Kannada,3540
2001,Karnataka,Dakshina Kannada,3889
2002,Karnataka,Dakshina Kannada,3132
2003,Karnataka,Dakshina Kannada,-1
2004,Karnataka,Dakshina Kannada,3403
2005,Karnataka,Dakshina Kannada,3830
2006,Karnataka,Dakshina Kannada,4034
2007,Karnataka,Dakshina Kannada,4076
2008,Karnataka,Dakshina Kannada,3190
2009,Karnataka,Dakshina Kannada,3815.9
2010,Karnataka,Dakshina Kannada,4471
2011,Karnataka,Dakshina Kannada,4293
2012,Karnataka,Dakshina Kannada,3374.8
2013,Karnataka,Dakshina Kannada,4284.6
2014,Karnataka,Dakshina Kannada,3704.1
2015,Karnataka,Dakshina Kannada,3289.3
1966,Karnataka,Uttara Kannada,2842.1
1967,Karnataka,Uttara Kannada,2647.8
1968,Karnataka,Uttara Kannada,2649.2
1969,Karnataka,Uttara Kannada,2786.6
1970,Karnataka,Uttara Kannada,3298.3
1971,Karnataka,Uttara Kannada,2362.7
1972,Karnataka,Uttara Kannada,2246.9
1973,Karnataka,Uttara Kannada,2575.2
1974,Karnataka,Uttara Kannada,2816.9
1975,Karnataka,Uttara Kannada,3572.3
1976,Karnataka,Uttara Kannada,2476.7
1977,Karnataka,Uttara Kannada,2923.1
1978,Karnataka,Uttara Kannada,3193.8
1979,Karnataka,Uttara Kannada,2466.2
1980,Karnataka,Uttara Kannada,3134.2
1981,Karnataka,Uttara Kannada,3198.2
1982,Karnataka,Uttara Kannada,3774.7
1983,Karnataka,Uttara Kannada,3552.4
1984,Karnataka,Uttara Kannada,2957
1985,Karnataka,Uttara Kannada,2583
1986,Karnataka,Uttara Kannada,2316.8
1987,Karnataka,Uttara Kannada,2339.6
1988,Karnataka,Uttara Kannada,3126.1
1989,Karnataka,Uttara Kannada,2587.9
1990,Karnataka,Uttara Kannada,3277
1991,Karnataka,Uttara Kannada,2765
1992,Karnataka,Uttara Kannada,2869
1993,Karnataka,Uttara Kannada,2545.1
1994,Karnataka,Uttara Kannada,3093.7
1995,Karnataka,Uttara Kannada,2485
1996,Karnataka,Uttara Kannada,2516
1997,Karnataka,Uttara Kannada,3195
1998,Karnataka,Uttara Kannada,2629
1999,Karnataka,Uttara Kannada,3117
2000,Karnataka,Uttara Kannada,2812
2001,Karnataka,Uttara Kannada,2112
2002,Karnataka,Uttara Kannada,2301
2003,Karnataka,Uttara Kannada,-1
2004,Karnataka,Uttara Kannada,2536
2005,Karnataka,Uttara Kannada,3057
2006,Karnataka,Uttara Kannada,3240
2007,Karnataka,Uttara Kannada,3491.5
2008,Karnataka,Uttara Kannada,2574
2009,Karnataka,Uttara Kannada,3103.7
2010,Karnataka,Uttara Kannada,2879
2011,Karnataka,Uttara Kannada,3237
2012,Karnataka,Uttara Kannada,3034.9
2013,Karnataka,Uttara Kannada,3649.2
2014,Karnataka,Uttara Kannada,3289.8
2015,Karnataka,Uttara Kannada,2135.7
1966,Karnataka,Kodagu / Coorg,2229.2
1967,Karnataka,Kodagu / Coorg,2822.4
1968,Karnataka,Kodagu / Coorg,2386.8
1969,Karnataka,Kodagu / Coorg,2678.2
1970,Karnataka,Kodagu / Coorg,2930.3
1971,Karnataka,Kodagu / Coorg,2628.3
1972,Karnataka,Kodagu / Coorg,2360.9
1973,Karnataka,Kodagu / Coorg,2734.5
1974,Karnataka,Kodagu / Coorg,2737.4
1975,Karnataka,Kodagu / Coorg,3285.3
1976,Karnataka,Kodagu / Coorg,2001.3
1977,Karnataka,Kodagu / Coorg,3239.7
1978,Karnataka,Kodagu / Coorg,3022.8
1979,Karnataka,Kodagu / Coorg,2742.4
1980,Karnataka,Kodagu / Coorg,3031
1981,Karnataka,Kodagu / Coorg,2976.5
1982,Karnataka,Kodagu / Coorg,2072.5
1983,Karnataka,Kodagu / Coorg,2435.6
1984,Karnataka,Kodagu / Coorg,2906.9
1985,Karnataka,Kodagu / Coorg,2158.4
1986,Karnataka,Kodagu / Coorg,2382
1987,Karnataka,Kodagu / Coorg,1728.7
1988,Karnataka,Kodagu / Coorg,2232.6
1989,Karnataka,Kodagu / Coorg,2576.6
1990,Karnataka,Kodagu / Coorg,2367
1991,Karnataka,Kodagu / Coorg,2628
1992,Karnataka,Kodagu / Coorg,2942
1993,Karnataka,Kodagu / Coorg,2262.7
1994,Karnataka,Kodagu / Coorg,3269.3
1995,Karnataka,Kodagu / Coorg,2686
1996,Karnataka,Kodagu / Coorg,2997
1997,Karnataka,Kodagu / Coorg,3358
1998,Karnataka,Kodagu / Coorg,2826
1999,Karnataka,Kodagu / Coorg,2939
2000,Karnataka,Kodagu / Coorg,2835
2001,Karnataka,Kodagu / Coorg,2557
2002,Karnataka,Kodagu / Coorg,2118
2003,Karnataka,Kodagu / Coorg,1928
2004,Karnataka,Kodagu / Coorg,2787
2005,Karnataka,Kodagu / Coorg,3327
2006,Karnataka,Kodagu / Coorg,2932
2007,Karnataka,Kodagu / Coorg,3760.1
2008,Karnataka,Kodagu / Coorg,2116
2009,Karnataka,Kodagu / Coorg,2500.9
2010,Karnataka,Kodagu / Coorg,2647
2011,Karnataka,Kodagu / Coorg,3077
2012,Karnataka,Kodagu / Coorg,1807.7
2013,Karnataka,Kodagu / Coorg,3031.3
2014,Karnataka,Kodagu / Coorg,2630
2015,Karnataka,Kodagu / Coorg,2486.6
1990,Tamil Nadu,Chengalpattu MGR / Kanchipuram,1388
1991,Tamil Nadu,Chengalpattu MGR / Kanchipuram,1444.6
1992,Tamil Nadu,Chengalpattu MGR / Kanchipuram,947.4
1993,Tamil Nadu,Chengalpattu MGR / Kanchipuram,1388.1
1994,Tamil Nadu,Chengalpattu MGR / Kanchipuram,1312
1995,Tamil Nadu,Chengalpattu MGR / Kanchipuram,1386.8
1996,Tamil Nadu,Chengalpattu MGR / Kanchipuram,1684.2
2012,Tamil Nadu,Chengalpattu MGR / Kanchipuram,902.6
2013,Tamil Nadu,Chengalpattu MGR / Kanchipuram,905.3
2014,Tamil Nadu,Chengalpattu MGR / Kanchipuram,907.8
2015,Tamil Nadu,Chengalpattu MGR / Kanchipuram,2256.8
1966,Tamil Nadu,South Arcot / Cuddalore,1722.3
1967,Tamil Nadu,South Arcot / Cuddalore,1170.3
1968,Tamil Nadu,South Arcot / Cuddalore,925.5
1969,Tamil Nadu,South Arcot / Cuddalore,1295.4
1970,Tamil Nadu,South Arcot / Cuddalore,1104.4
1971,Tamil Nadu,South Arcot / Cuddalore,1387.7
1972,Tamil Nadu,South Arcot / Cuddalore,1373.4
1973,Tamil Nadu,South Arcot / Cuddalore,1028.7
1974,Tamil Nadu,South Arcot / Cuddalore,669.9
1975,Tamil Nadu,South Arcot / Cuddalore,1086.1
1976,Tamil Nadu,South Arcot / Cuddalore,1052.6
1977,Tamil Nadu,South Arcot / Cuddalore,1528.4
1978,Tamil Nadu,South Arcot / Cuddalore,1209.4
1979,Tamil Nadu,South Arcot / Cuddalore,1443
1980,Tamil Nadu,South Arcot / Cuddalore,693.4
1981,Tamil Nadu,South Arcot / Cuddalore,1209.7
1982,Tamil Nadu,South Arcot / Cuddalore,670.2
1983,Tamil Nadu,South Arcot / Cuddalore,1186
1984,Tamil Nadu,South Arcot / Cuddalore,1231.3
1985,Tamil Nadu,South Arcot / Cuddalore,1461.4
1986,Tamil Nadu,South Arcot / Cuddalore,1199
1987,Tamil Nadu,South Arcot / Cuddalore,1073.3
1988,Tamil Nadu,South Arcot / Cuddalore,869.3
1989,Tamil Nadu,South Arcot / Cuddalore,959.5
1990,Tamil Nadu,South Arcot / Cuddalore,989.4
1991,Tamil Nadu,South Arcot / Cuddalore,1054.7
1992,Tamil Nadu,South Arcot / Cuddalore,978.6
1993,Tamil Nadu,South Arcot / Cuddalore,1357
1994,Tamil Nadu,South Arcot / Cuddalore,820.7
1995,Tamil Nadu,South Arcot / Cuddalore,947.6
1996,Tamil Nadu,South Arcot / Cuddalore,1835.1
1997,Tamil Nadu,South Arcot / Cuddalore,1537.8
1998,Tamil Nadu,South Arcot / Cuddalore,1260.7
1999,Tamil Nadu,South Arcot / Cuddalore,1195.3
2000,Tamil Nadu,South Arcot / Cuddalore,30.8
2001,Tamil Nadu,South Arcot / Cuddalore,845.1
2002,Tamil Nadu,South Arcot / Cuddalore,996.2
2003,Tamil Nadu,South Arcot / Cuddalore,1305.7
2004,Tamil Nadu,South Arcot / Cuddalore,1626
2005,Tamil Nadu,South Arcot / Cuddalore,1901.9
2006,Tamil Nadu,South Arcot / Cuddalore,1350.2
2007,Tamil Nadu,South Arcot / Cuddalore,1222.4
2008,Tamil Nadu,South Arcot / Cuddalore,1836.8
2009,Tamil Nadu,South Arcot / Cuddalore,1068.8
2010,Tamil Nadu,South Arcot / Cuddalore,1547
2011,Tamil Nadu,South Arcot / Cuddalore,-1
2012,Tamil Nadu,South Arcot / Cuddalore,882.8
2013,Tamil Nadu,South Arcot / Cuddalore,977.7
2014,Tamil Nadu,South Arcot / Cuddalore,1217.9
2015,Tamil Nadu,South Arcot / Cuddalore,1705.7
1966,Tamil Nadu,North Arcot / Vellore,1275.5
1967,Tamil Nadu,North Arcot / Vellore,1045.2
1968,Tamil Nadu,North Arcot / Vellore,601.3
1969,Tamil Nadu,North Arcot / Vellore,1150
1970,Tamil Nadu,North Arcot / Vellore,1055.8
1971,Tamil Nadu,North Arcot / Vellore,956.8
1972,Tamil Nadu,North Arcot / Vellore,1007.4
1973,Tamil Nadu,North Arcot / Vellore,864.7
1974,Tamil Nadu,North Arcot / Vellore,845.1
1975,Tamil Nadu,North Arcot / Vellore,1020.8
1976,Tamil Nadu,North Arcot / Vellore,1155.9
1977,Tamil Nadu,North Arcot / Vellore,1221.6
1978,Tamil Nadu,North Arcot / Vellore,976.9
1979,Tamil Nadu,North Arcot / Vellore,954.8
1980,Tamil Nadu,North Arcot / Vellore,521
1981,Tamil Nadu,North Arcot / Vellore,1036.5
1982,Tamil Nadu,North Arcot / Vellore,631.7
1983,Tamil Nadu,North Arcot / Vellore,1081.1
1984,Tamil Nadu,North Arcot / Vellore,1009.5
1985,Tamil Nadu,North Arcot / Vellore,1050
1986,Tamil Nadu,North Arcot / Vellore,725.9
1987,Tamil Nadu,North Arcot / Vellore,851.8
1988,Tamil Nadu,North Arcot / Vellore,968.8
1989,Tamil Nadu,North Arcot / Vellore,744
1990,Tamil Nadu,North Arcot / Vellore,895.1
1991,Tamil Nadu,North Arcot / Vellore,1139.8
1992,Tamil Nadu,North Arcot / Vellore,808.4
1993,Tamil Nadu,North Arcot / Vellore,1148.9
1994,Tamil Nadu,North Arcot / Vellore,867.8
1995,Tamil Nadu,North Arcot / Vellore,1201.3
1996,Tamil Nadu,North Arcot / Vellore,1546.3
1997,Tamil Nadu,North Arcot / Vellore,1014.3
1998,Tamil Nadu,North Arcot / Vellore,1000.9
1999,Tamil Nadu,North Arcot / Vellore,555.9
2000,Tamil Nadu,North Arcot / Vellore,746.6
2001,Tamil Nadu,North Arcot / Vellore,723.8
2002,Tamil Nadu,North Arcot / Vellore,584.1
2003,Tamil Nadu,North Arcot / Vellore,890.3
2004,Tamil Nadu,North Arcot / Vellore,904.3
2005,Tamil Nadu,North Arcot / Vellore,4508
2006,Tamil Nadu,North Arcot / Vellore,884.6
2007,Tamil Nadu,North Arcot / Vellore,1145.9
2008,Tamil Nadu,North Arcot / Vellore,857.9
2009,Tamil Nadu,North Arcot / Vellore,1096.8
2010,Tamil Nadu,North Arcot / Vellore,953.1
2011,Tamil Nadu,North Arcot / Vellore,-1
2012,Tamil Nadu,North Arcot / Vellore,809.9
2013,Tamil Nadu,North Arcot / Vellore,792.6
2014,Tamil Nadu,North Arcot / Vellore,685.7
2015,Tamil Nadu,North Arcot / Vellore,1359.2
1966,Tamil Nadu,Salem,1298.2
1967,Tamil Nadu,Salem,899.8
1968,Tamil Nadu,Salem,768.7
1969,Tamil Nadu,Salem,902.3
1970,Tamil Nadu,Salem,994.6
1971,Tamil Nadu,Salem,987.3
1972,Tamil Nadu,Salem,1279.8
1973,Tamil Nadu,Salem,655.1
1974,Tamil Nadu,Salem,692
1975,Tamil Nadu,Salem,981.5
1976,Tamil Nadu,Salem,672.3
1977,Tamil Nadu,Salem,1141.5
1978,Tamil Nadu,Salem,1042.9
1979,Tamil Nadu,Salem,1040.2
1980,Tamil Nadu,Salem,721
1981,Tamil Nadu,Salem,1143.6
1982,Tamil Nadu,Salem,718.3
1983,Tamil Nadu,Salem,1107.2
1984,Tamil Nadu,Salem,874.5
1985,Tamil Nadu,Salem,917.8
1986,Tamil Nadu,Salem,925.9
1987,Tamil Nadu,Salem,1061.6
1988,Tamil Nadu,Salem,873.8
1989,Tamil Nadu,Salem,929.1
1990,Tamil Nadu,Salem,570.9
1991,Tamil Nadu,Salem,967.3
1992,Tamil Nadu,Salem,792.5
1993,Tamil Nadu,Salem,967.8
1994,Tamil Nadu,Salem,794.3
1995,Tamil Nadu,Salem,834.2
1996,Tamil Nadu,Salem,963.8
1997,Tamil Nadu,Salem,1019.2
1998,Tamil Nadu,Salem,1083.3
1999,Tamil Nadu,Salem,1070
2000,Tamil Nadu,Salem,933.3
2001,Tamil Nadu,Salem,748.5
2002,Tamil Nadu,Salem,535.8
2003,Tamil Nadu,Salem,976.5
2004,Tamil Nadu,Salem,1003.9
2005,Tamil Nadu,Salem,1216
2006,Tamil Nadu,Salem,915.2
2007,Tamil Nadu,Salem,952.8
2008,Tamil Nadu,Salem,1107.4
2009,Tamil Nadu,Salem,1020.4
2010,Tamil Nadu,Salem,1239.3
2011,Tamil Nadu,Salem,-1
2012,Tamil Nadu,Salem,831.5
2013,Tamil Nadu,Salem,830.9
2014,Tamil Nadu,Salem,857.7
2015,Tamil Nadu,Salem,1135.3
1966,Tamil Nadu,Coimbatore,1145.1
1967,Tamil Nadu,Coimbatore,872
1968,Tamil Nadu,Coimbatore,1236.4
1969,Tamil Nadu,Coimbatore,1107.2
1970,Tamil Nadu,Coimbatore,986.2
1971,Tamil Nadu,Coimbatore,1472.2
1972,Tamil Nadu,Coimbatore,1078.4
1973,Tamil Nadu,Coimbatore,1155.2
1974,Tamil Nadu,Coimbatore,990.8
1975,Tamil Nadu,Coimbatore,1347
1976,Tamil Nadu,Coimbatore,885.8
1977,Tamil Nadu,Coimbatore,1430.5
1978,Tamil Nadu,Coimbatore,1409.5
1979,Tamil Nadu,Coimbatore,2008.4
1980,Tamil Nadu,Coimbatore,1598.6
1981,Tamil Nadu,Coimbatore,1658.9
1982,Tamil Nadu,Coimbatore,1030.1
1983,Tamil Nadu,Coimbatore,1333.8
1984,Tamil Nadu,Coimbatore,1505.1
1985,Tamil Nadu,Coimbatore,1438
1986,Tamil Nadu,Coimbatore,923.3
1987,Tamil Nadu,Coimbatore,1089.6
1988,Tamil Nadu,Coimbatore,1247
1989,Tamil Nadu,Coimbatore,1184.2
1990,Tamil Nadu,Coimbatore,594.5
1991,Tamil Nadu,Coimbatore,466.6
1992,Tamil Nadu,Coimbatore,681
1993,Tamil Nadu,Coimbatore,690.3
1994,Tamil Nadu,Coimbatore,719.2
1995,Tamil Nadu,Coimbatore,388.8
1996,Tamil Nadu,Coimbatore,730.4
1997,Tamil Nadu,Coimbatore,905.7
1998,Tamil Nadu,Coimbatore,668
1999,Tamil Nadu,Coimbatore,772.3
2000,Tamil Nadu,Coimbatore,685.1
2001,Tamil Nadu,Coimbatore,606.5
2002,Tamil Nadu,Coimbatore,448
2003,Tamil Nadu,Coimbatore,615.5
2004,Tamil Nadu,Coimbatore,712.2
2005,Tamil Nadu,Coimbatore,1334.9
2006,Tamil Nadu,Coimbatore,765.6
2007,Tamil Nadu,Coimbatore,721.8
2008,Tamil Nadu,Coimbatore,1223
2009,Tamil Nadu,Coimbatore,847.9
2010,Tamil Nadu,Coimbatore,856.2
2011,Tamil Nadu,Coimbatore,-1
2012,Tamil Nadu,Coimbatore,559.5
2013,Tamil Nadu,Coimbatore,898.3
2014,Tamil Nadu,Coimbatore,1221.9
2015,Tamil Nadu,Coimbatore,992.8
1966,Tamil Nadu,Tiruchirapalli / Trichy,1081.8
1967,Tamil Nadu,Tiruchirapalli / Trichy,833.2
1968,Tamil Nadu,Tiruchirapalli / Trichy,792.6
1969,Tamil Nadu,Tiruchirapalli / Trichy,632.6
1970,Tamil Nadu,Tiruchirapalli / Trichy,867
1971,Tamil Nadu,Tiruchirapalli / Trichy,761.2
1972,Tamil Nadu,Tiruchirapalli / Trichy,987.9
1973,Tamil Nadu,Tiruchirapalli / Trichy,724.8
1974,Tamil Nadu,Tiruchirapalli / Trichy,529.8
1975,Tamil Nadu,Tiruchirapalli / Trichy,685.2
1976,Tamil Nadu,Tiruchirapalli / Trichy,726.1
1977,Tamil Nadu,Tiruchirapalli / Trichy,1119.3
1978,Tamil Nadu,Tiruchirapalli / Trichy,836.6
1979,Tamil Nadu,Tiruchirapalli / Trichy,1055.9
1980,Tamil Nadu,Tiruchirapalli / Trichy,404
1981,Tamil Nadu,Tiruchirapalli / Trichy,945.5
1982,Tamil Nadu,Tiruchirapalli / Trichy,549.4
1983,Tamil Nadu,Tiruchirapalli / Trichy,956.7
1984,Tamil Nadu,Tiruchirapalli / Trichy,863.6
1985,Tamil Nadu,Tiruchirapalli / Trichy,600.4
1986,Tamil Nadu,Tiruchirapalli / Trichy,736.2
1987,Tamil Nadu,Tiruchirapalli / Trichy,534.7
1988,Tamil Nadu,Tiruchirapalli / Trichy,679.5
1989,Tamil Nadu,Tiruchirapalli / Trichy,573.6
1990,Tamil Nadu,Tiruchirapalli / Trichy,585.8
1991,Tamil Nadu,Tiruchirapalli / Trichy,716.2
1992,Tamil Nadu,Tiruchirapalli / Trichy,817.5
1993,Tamil Nadu,Tiruchirapalli / Trichy,990.4
1994,Tamil Nadu,Tiruchirapalli / Trichy,666.6
1995,Tamil Nadu,Tiruchirapalli / Trichy,563.7
1996,Tamil Nadu,Tiruchirapalli / Trichy,812.6
1997,Tamil Nadu,Tiruchirapalli / Trichy,882.6
1998,Tamil Nadu,Tiruchirapalli / Trichy,968.9
1999,Tamil Nadu,Tiruchirapalli / Trichy,791.9
2000,Tamil Nadu,Tiruchirapalli / Trichy,763.1
2001,Tamil Nadu,Tiruchirapalli / Trichy,512.1
2002,Tamil Nadu,Tiruchirapalli / Trichy,515.8
2003,Tamil Nadu,Tiruchirapalli / Trichy,910.9
2004,Tamil Nadu,Tiruchirapalli / Trichy,1003.5
2005,Tamil Nadu,Tiruchirapalli / Trichy,1345.4
2006,Tamil Nadu,Tiruchirapalli / Trichy,760.5
2007,Tamil Nadu,Tiruchirapalli / Trichy,881.1
2008,Tamil Nadu,Tiruchirapalli / Trichy,1058.8
2009,Tamil Nadu,Tiruchirapalli / Trichy,675.8
2010,Tamil Nadu,Tiruchirapalli / Trichy,962.7
2011,Tamil Nadu,Tiruchirapalli / Trichy,-1
2012,Tamil Nadu,Tiruchirapalli / Trichy,419.8
2013,Tamil Nadu,Tiruchirapalli / Trichy,522.9
2014,Tamil Nadu,Tiruchirapalli / Trichy,535.9
2015,Tamil Nadu,Tiruchirapalli / Trichy,864.4
1966,Tamil Nadu,Thanjavur,1507.3
1967,Tamil Nadu,Thanjavur,1228.6
1968,Tamil Nadu,Thanjavur,934.5
1969,Tamil Nadu,Thanjavur,934.1
1970,Tamil Nadu,Thanjavur,1290.5
1971,Tamil Nadu,Thanjavur,1312.4
1972,Tamil Nadu,Thanjavur,1195.8
1973,Tamil Nadu,Thanjavur,909.6
1974,Tamil Nadu,Thanjavur,725.9
1975,Tamil Nadu,Thanjavur,1192.8
1976,Tamil Nadu,Thanjavur,1094
1977,Tamil Nadu,Thanjavur,1386.7
1978,Tamil Nadu,Thanjavur,1177.4
1979,Tamil Nadu,Thanjavur,1173.4
1980,Tamil Nadu,Thanjavur,507.4
1981,Tamil Nadu,Thanjavur,1194
1982,Tamil Nadu,Thanjavur,610.4
1983,Tamil Nadu,Thanjavur,1288.6
1984,Tamil Nadu,Thanjavur,1149.5
1985,Tamil Nadu,Thanjavur,1040.4
1986,Tamil Nadu,Thanjavur,1089.2
1987,Tamil Nadu,Thanjavur,941.5
1988,Tamil Nadu,Thanjavur,753.7
1989,Tamil Nadu,Thanjavur,777.3
1990,Tamil Nadu,Thanjavur,1065.1
1991,Tamil Nadu,Thanjavur,1078.3
1992,Tamil Nadu,Thanjavur,1009.4
1993,Tamil Nadu,Thanjavur,1510
1994,Tamil Nadu,Thanjavur,795.3
1995,Tamil Nadu,Thanjavur,783.6
1996,Tamil Nadu,Thanjavur,1337.2
1997,Tamil Nadu,Thanjavur,1427.8
1998,Tamil Nadu,Thanjavur,1089.1
1999,Tamil Nadu,Thanjavur,824.1
2000,Tamil Nadu,Thanjavur,1074
2001,Tamil Nadu,Thanjavur,852
2002,Tamil Nadu,Thanjavur,926.2
2003,Tamil Nadu,Thanjavur,893.8
2004,Tamil Nadu,Thanjavur,1309.3
2005,Tamil Nadu,Thanjavur,1464.2
2006,Tamil Nadu,Thanjavur,841.7
2007,Tamil Nadu,Thanjavur,1067.6
2008,Tamil Nadu,Thanjavur,1448.8
2009,Tamil Nadu,Thanjavur,1296.7
2010,Tamil Nadu,Thanjavur,1373.8
2011,Tamil Nadu,Thanjavur,-1
2012,Tamil Nadu,Thanjavur,685.5
2013,Tamil Nadu,Thanjavur,715.7
2014,Tamil Nadu,Thanjavur,910.6
2015,Tamil Nadu,Thanjavur,1103.8
1966,Tamil Nadu,Madurai,1080.1
1967,Tamil Nadu,Madurai,751
1968,Tamil Nadu,Madurai,721
1969,Tamil Nadu,Madurai,662.9
1970,Tamil Nadu,Madurai,1009.3
1971,Tamil Nadu,Madurai,1101.2
1972,Tamil Nadu,Madurai,941.5
1973,Tamil Nadu,Madurai,829.4
1974,Tamil Nadu,Madurai,464
1975,Tamil Nadu,Madurai,745.9
1976,Tamil Nadu,Madurai,771.8
1977,Tamil Nadu,Madurai,1234.5
1978,Tamil Nadu,Madurai,759.3
1979,Tamil Nadu,Madurai,976.5
1980,Tamil Nadu,Madurai,571.9
1981,Tamil Nadu,Madurai,1052.6
1982,Tamil Nadu,Madurai,608.6
1983,Tamil Nadu,Madurai,814.8
1984,Tamil Nadu,Madurai,756.2
1985,Tamil Nadu,Madurai,652.1
1986,Tamil Nadu,Madurai,693.7
1987,Tamil Nadu,Madurai,594
1988,Tamil Nadu,Madurai,755.1
1989,Tamil Nadu,Madurai,903.8
1990,Tamil Nadu,Madurai,878.7
1991,Tamil Nadu,Madurai,785.3
1992,Tamil Nadu,Madurai,945.2
1993,Tamil Nadu,Madurai,1044.3
1994,Tamil Nadu,Madurai,778.7
1995,Tamil Nadu,Madurai,754.5
1996,Tamil Nadu,Madurai,925.6
1997,Tamil Nadu,Madurai,1187.8
1998,Tamil Nadu,Madurai,1035.9
1999,Tamil Nadu,Madurai,682.4
2000,Tamil Nadu,Madurai,752.9
2001,Tamil Nadu,Madurai,546.7
2002,Tamil Nadu,Madurai,658.4
2003,Tamil Nadu,Madurai,816.6
2004,Tamil Nadu,Madurai,912.4
2005,Tamil Nadu,Madurai,1258.3
2006,Tamil Nadu,Madurai,814.7
2007,Tamil Nadu,Madurai,766.6
2008,Tamil Nadu,Madurai,998.2
2009,Tamil Nadu,Madurai,834.2
2010,Tamil Nadu,Madurai,1225.9
2011,Tamil Nadu,Madurai,-1
2012,Tamil Nadu,Madurai,548.4
2013,Tamil Nadu,Madurai,610.2
2014,Tamil Nadu,Madurai,744.2
2015,Tamil Nadu,Madurai,1002.5
1966,Tamil Nadu,Ramananthapuram,1024.8
1967,Tamil Nadu,Ramananthapuram,1142.3
1968,Tamil Nadu,Ramananthapuram,757.6
1969,Tamil Nadu,Ramananthapuram,918.9
1970,Tamil Nadu,Ramananthapuram,624.2
1971,Tamil Nadu,Ramananthapuram,925.5
1972,Tamil Nadu,Ramananthapuram,1008.8
1973,Tamil Nadu,Ramananthapuram,724.4
1974,Tamil Nadu,Ramananthapuram,407.2
1975,Tamil Nadu,Ramananthapuram,625.2
1976,Tamil Nadu,Ramananthapuram,520
1977,Tamil Nadu,Ramananthapuram,1142.1
1978,Tamil Nadu,Ramananthapuram,774.7
1979,Tamil Nadu,Ramananthapuram,855.7
1980,Tamil Nadu,Ramananthapuram,533.7
1981,Tamil Nadu,Ramananthapuram,891.8
1982,Tamil Nadu,Ramananthapuram,709.9
1983,Tamil Nadu,Ramananthapuram,776.3
1984,Tamil Nadu,Ramananthapuram,1003.7
1985,Tamil Nadu,Ramananthapuram,882.7
1986,Tamil Nadu,Ramananthapuram,667.4
1987,Tamil Nadu,Ramananthapuram,922.1
1988,Tamil Nadu,Ramananthapuram,589.8
1989,Tamil Nadu,Ramananthapuram,792.6
1990,Tamil Nadu,Ramananthapuram,922.9
1991,Tamil Nadu,Ramananthapuram,677.4
1992,Tamil Nadu,Ramananthapuram,742.8
1993,Tamil Nadu,Ramananthapuram,1050.1
1994,Tamil Nadu,Ramananthapuram,662.2
1995,Tamil Nadu,Ramananthapuram,518.6
1996,Tamil Nadu,Ramananthapuram,859.1
1997,Tamil Nadu,Ramananthapuram,1144.3
1998,Tamil Nadu,Ramananthapuram,970.7
1999,Tamil Nadu,Ramananthapuram,619.2
2000,Tamil Nadu,Ramananthapuram,951.4
2001,Tamil Nadu,Ramananthapuram,806.9
2002,Tamil Nadu,Ramananthapuram,871.9
2003,Tamil Nadu,Ramananthapuram,709.2
2004,Tamil Nadu,Ramananthapuram,1116.7
2005,Tamil Nadu,Ramananthapuram,1274.8
2006,Tamil Nadu,Ramananthapuram,1634.5
2007,Tamil Nadu,Ramananthapuram,787.8
2008,Tamil Nadu,Ramananthapuram,1477.9
2009,Tamil Nadu,Ramananthapuram,565.6
2010,Tamil Nadu,Ramananthapuram,1104.6
2011,Tamil Nadu,Ramananthapuram,-1
2012,Tamil Nadu,Ramananthapuram,536.5
