Year,State Name,Dist Name,ANNUAL RAINFALL (Millimeters)
1993,Rajasthan,Churu,511
1994,Rajasthan,Churu,377
1995,Rajasthan,Churu,446
1996,Rajasthan,Churu,387
1997,Rajasthan,Churu,522.2
1998,Rajasthan,Churu,460.2
1999,Rajasthan,Churu,223.9
2000,Rajasthan,Churu,239.9
2001,Rajasthan,Churu,371.8
2002,Rajasthan,Churu,162.2
2003,Rajasthan,Churu,413.6
2004,Rajasthan,Churu,245.7
2005,Rajasthan,Churu,360.2
2006,Rajasthan,Churu,243.6
2007,Rajasthan,Churu,335
2008,Rajasthan,Churu,444.5
2009,Rajasthan,Churu,212.8
2010,Rajasthan,Churu,647.8
2011,Rajasthan,Churu,659.9
2012,Rajasthan,Churu,429.8
2013,Rajasthan,Churu,467.9
2014,Rajasthan,Churu,480.9
2015,Rajasthan,Churu,536.1
1966,Rajasthan,Dungarpur,317.1
1967,Rajasthan,Dungarpur,561.1
1968,Rajasthan,Dungarpur,496.7
1969,Rajasthan,Dungarpur,419.6
1970,Rajasthan,Dungarpur,604.6
1971,Rajasthan,Dungarpur,532
1972,Rajasthan,Dungarpur,517.9
1973,Rajasthan,Dungarpur,1145
1974,Rajasthan,Dungarpur,437.5
1975,Rajasthan,Dungarpur,865.3
1976,Rajasthan,Dungarpur,995.6
1977,Rajasthan,Dungarpur,1155.7
1978,Rajasthan,Dungarpur,894.5
1979,Rajasthan,Dungarpur,609.1
1980,Rajasthan,Dungarpur,648.7
1981,Rajasthan,Dungarpur,688.7
1982,Rajasthan,Dungarpur,740.9
1983,Rajasthan,Dungarpur,771.5
1984,Rajasthan,Dungarpur,879.2
1985,Rajasthan,Dungarpur,383.6
1986,Rajasthan,Dungarpur,554.2
1987,Rajasthan,Dungarpur,678.6
1988,Rajasthan,Dungarpur,735
1989,Rajasthan,Dungarpur,669.3
1990,Rajasthan,Dungarpur,1024.4
1991,Rajasthan,Dungarpur,583.8
1992,Rajasthan,Dungarpur,654.8
1993,Rajasthan,Dungarpur,692
1994,Rajasthan,Dungarpur,1239.9
1995,Rajasthan,Dungarpur,495.7
1996,Rajasthan,Dungarpur,794
1997,Rajasthan,Dungarpur,709.6
1998,Rajasthan,Dungarpur,732.1
1999,Rajasthan,Dungarpur,530.4
2000,Rajasthan,Dungarpur,401.1
2001,Rajasthan,Dungarpur,597.5
2002,Rajasthan,Dungarpur,380.7
2003,Rajasthan,Dungarpur,672
2004,Rajasthan,Dungarpur,816.1
2005,Rajasthan,Dungarpur,628.6
2006,Rajasthan,Dungarpur,1369.4
2007,Rajasthan,Dungarpur,945.6
2008,Rajasthan,Dungarpur,424.4
2009,Rajasthan,Dungarpur,713.4
2010,Rajasthan,Dungarpur,607.8
2011,Rajasthan,Dungarpur,964.1
2012,Rajasthan,Dungarpur,929.5
2013,Rajasthan,Dungarpur,955.3
2014,Rajasthan,Dungarpur,647
2015,Rajasthan,Dungarpur,693
1966,Rajasthan,Ganganagar,306.6
1967,Rajasthan,Ganganagar,332.7
1968,Rajasthan,Ganganagar,117.1
1969,Rajasthan,Ganganagar,115.9
1970,Rajasthan,Ganganagar,187.4
1971,Rajasthan,Ganganagar,119.8
1972,Rajasthan,Ganganagar,211
1973,Rajasthan,Ganganagar,245.7
1974,Rajasthan,Ganganagar,131.2
1975,Rajasthan,Ganganagar,261.5
1976,Rajasthan,Ganganagar,408.2
1977,Rajasthan,Ganganagar,-1
1978,Rajasthan,Ganganagar,363.2
1979,Rajasthan,Ganganagar,148.9
1980,Rajasthan,Ganganagar,213.8
1981,Rajasthan,Ganganagar,211.5
1982,Rajasthan,Ganganagar,328.1
1983,Rajasthan,Ganganagar,421
1984,Rajasthan,Ganganagar,244.6
1985,Rajasthan,Ganganagar,254.7
1986,Rajasthan,Ganganagar,239.8
1987,Rajasthan,Ganganagar,215.2
1988,Rajasthan,Ganganagar,224.1
1989,Rajasthan,Ganganagar,213.2
1990,Rajasthan,Ganganagar,266
1991,Rajasthan,Ganganagar,230
1992,Rajasthan,Ganganagar,354
1993,Rajasthan,Ganganagar,223
1994,Rajasthan,Ganganagar,341.2
1995,Rajasthan,Ganganagar,273
1996,Rajasthan,Ganganagar,261
1997,Rajasthan,Ganganagar,356.1
1998,Rajasthan,Ganganagar,222.5
1999,Rajasthan,Ganganagar,160.2
2000,Rajasthan,Ganganagar,129.7
2001,Rajasthan,Ganganagar,291.4
2002,Rajasthan,Ganganagar,89
2003,Rajasthan,Ganganagar,259.5
2004,Rajasthan,Ganganagar,164.2
2005,Rajasthan,Ganganagar,210.2
2006,Rajasthan,Ganganagar,169.8
2007,Rajasthan,Ganganagar,345.5
2008,Rajasthan,Ganganagar,264
2009,Rajasthan,Ganganagar,168
2010,Rajasthan,Ganganagar,325.8
2011,Rajasthan,Ganganagar,371.1
2012,Rajasthan,Ganganagar,258.8
2013,Rajasthan,Ganganagar,233.3
2014,Rajasthan,Ganganagar,351.1
2015,Rajasthan,Ganganagar,378.9
1966,Rajasthan,Jaipur,421.5
1967,Rajasthan,Jaipur,630
1968,Rajasthan,Jaipur,400.5
1969,Rajasthan,Jaipur,447.9
1970,Rajasthan,Jaipur,604.5
1971,Rajasthan,Jaipur,843.4
1972,Rajasthan,Jaipur,346.1
1973,Rajasthan,Jaipur,627.7
1974,Rajasthan,Jaipur,578.6
1975,Rajasthan,Jaipur,962.6
1976,Rajasthan,Jaipur,557.1
1977,Rajasthan,Jaipur,1109.5
1978,Rajasthan,Jaipur,663.1
1979,Rajasthan,Jaipur,412.2
1980,Rajasthan,Jaipur,498.6
1981,Rajasthan,Jaipur,808.7
1982,Rajasthan,Jaipur,526.6
1983,Rajasthan,Jaipur,825.3
1984,Rajasthan,Jaipur,373.9
1985,Rajasthan,Jaipur,552.7
1986,Rajasthan,Jaipur,401
1987,Rajasthan,Jaipur,316.8
1988,Rajasthan,Jaipur,539.4
1989,Rajasthan,Jaipur,456.1
1990,Rajasthan,Jaipur,694.5
1991,Rajasthan,Jaipur,561
1992,Rajasthan,Jaipur,742
1993,Rajasthan,Jaipur,493
1994,Rajasthan,Jaipur,713
1995,Rajasthan,Jaipur,754.8
1996,Rajasthan,Jaipur,887
1997,Rajasthan,Jaipur,741.1
1998,Rajasthan,Jaipur,633
1999,Rajasthan,Jaipur,431.5
2000,Rajasthan,Jaipur,375.9
2001,Rajasthan,Jaipur,431
2002,Rajasthan,Jaipur,207.3
2003,Rajasthan,Jaipur,640.8
2004,Rajasthan,Jaipur,544.3
2005,Rajasthan,Jaipur,585.5
2006,Rajasthan,Jaipur,309.5
2007,Rajasthan,Jaipur,420.1
2008,Rajasthan,Jaipur,553.6
2009,Rajasthan,Jaipur,295
2010,Rajasthan,Jaipur,752.3
2011,Rajasthan,Jaipur,666.6
2012,Rajasthan,Jaipur,634.9
2013,Rajasthan,Jaipur,645.1
2014,Rajasthan,Jaipur,574
2015,Rajasthan,Jaipur,472.1
1966,Rajasthan,Jaisalmer,143.5
1967,Rajasthan,Jaisalmer,135.3
1968,Rajasthan,Jaisalmer,42.8
1969,Rajasthan,Jaisalmer,22.1
1970,Rajasthan,Jaisalmer,192.6
1971,Rajasthan,Jaisalmer,162.2
1972,Rajasthan,Jaisalmer,72.6
1973,Rajasthan,Jaisalmer,414.5
1974,Rajasthan,Jaisalmer,53.3
1975,Rajasthan,Jaisalmer,310.2
1976,Rajasthan,Jaisalmer,302.5
1977,Rajasthan,Jaisalmer,197.2
1978,Rajasthan,Jaisalmer,186.9
1979,Rajasthan,Jaisalmer,178.6
1980,Rajasthan,Jaisalmer,157.6
1981,Rajasthan,Jaisalmer,152.6
1982,Rajasthan,Jaisalmer,148.9
1983,Rajasthan,Jaisalmer,270.7
1984,Rajasthan,Jaisalmer,118.3
1985,Rajasthan,Jaisalmer,85.2
1986,Rajasthan,Jaisalmer,99.9
1987,Rajasthan,Jaisalmer,68.8
1988,Rajasthan,Jaisalmer,147.4
1989,Rajasthan,Jaisalmer,153.7
1990,Rajasthan,Jaisalmer,107.1
1991,Rajasthan,Jaisalmer,129.5
1992,Rajasthan,Jaisalmer,232.6
1993,Rajasthan,Jaisalmer,370.7
1994,Rajasthan,Jaisalmer,196
1995,Rajasthan,Jaisalmer,396.5
1996,Rajasthan,Jaisalmer,190
1997,Rajasthan,Jaisalmer,158.2
1998,Rajasthan,Jaisalmer,300.9
1999,Rajasthan,Jaisalmer,272.7
2000,Rajasthan,Jaisalmer,185.3
2001,Rajasthan,Jaisalmer,219.5
2002,Rajasthan,Jaisalmer,43.9
2003,Rajasthan,Jaisalmer,217.8
2004,Rajasthan,Jaisalmer,78.4
2005,Rajasthan,Jaisalmer,139.5
2006,Rajasthan,Jaisalmer,325.4
2007,Rajasthan,Jaisalmer,188.4
2008,Rajasthan,Jaisalmer,247.2
2009,Rajasthan,Jaisalmer,92.8
2010,Rajasthan,Jaisalmer,378.8
2011,Rajasthan,Jaisalmer,308.1
2012,Rajasthan,Jaisalmer,224.6
2013,Rajasthan,Jaisalmer,237.1
2014,Rajasthan,Jaisalmer,114.2
2015,Rajasthan,Jaisalmer,344.7
1966,Rajasthan,Jalore,225.1
1967,Rajasthan,Jalore,472.5
1968,Rajasthan,Jalore,94
1969,Rajasthan,Jalore,91
1970,Rajasthan,Jalore,508.2
1971,Rajasthan,Jalore,290.5
1972,Rajasthan,Jalore,346.1
1973,Rajasthan,Jalore,805.5
1974,Rajasthan,Jalore,89.6
1975,Rajasthan,Jalore,699.2
1976,Rajasthan,Jalore,566.3
1977,Rajasthan,Jalore,591.2
1978,Rajasthan,Jalore,487.4
1979,Rajasthan,Jalore,520.5
1980,Rajasthan,Jalore,210.9
1981,Rajasthan,Jalore,315.3
1982,Rajasthan,Jalore,349.6
1983,Rajasthan,Jalore,726.6
1984,Rajasthan,Jalore,290.9
1985,Rajasthan,Jalore,244.3
1986,Rajasthan,Jalore,204.6
1987,Rajasthan,Jalore,91.1
1988,Rajasthan,Jalore,359.9
1989,Rajasthan,Jalore,344.4
1990,Rajasthan,Jalore,1039.4
1991,Rajasthan,Jalore,164
1992,Rajasthan,Jalore,745
1993,Rajasthan,Jalore,394.6
1994,Rajasthan,Jalore,732.8
1995,Rajasthan,Jalore,580.1
1996,Rajasthan,Jalore,341.7
1997,Rajasthan,Jalore,544.4
1998,Rajasthan,Jalore,282.2
1999,Rajasthan,Jalore,261.7
2000,Rajasthan,Jalore,311.9
2001,Rajasthan,Jalore,362
2002,Rajasthan,Jalore,173
2003,Rajasthan,Jalore,723.1
2004,Rajasthan,Jalore,254.2
2005,Rajasthan,Jalore,428.9
2006,Rajasthan,Jalore,759.8
2007,Rajasthan,Jalore,312.2
2008,Rajasthan,Jalore,348.1
2009,Rajasthan,Jalore,192
2010,Rajasthan,Jalore,830.6
2011,Rajasthan,Jalore,689.3
2012,Rajasthan,Jalore,283.1
2013,Rajasthan,Jalore,607.5
2014,Rajasthan,Jalore,355.2
2015,Rajasthan,Jalore,690.2
1966,Rajasthan,Jhalawar,564.9
1967,Rajasthan,Jhalawar,901.6
1968,Rajasthan,Jhalawar,595.4
1969,Rajasthan,Jhalawar,1340.3
1970,Rajasthan,Jhalawar,926
1971,Rajasthan,Jhalawar,1343.8
1972,Rajasthan,Jhalawar,625.7
1973,Rajasthan,Jhalawar,1411.4
1974,Rajasthan,Jhalawar,936.4
1975,Rajasthan,Jhalawar,1001
1976,Rajasthan,Jhalawar,984.9
1977,Rajasthan,Jhalawar,792.3
1978,Rajasthan,Jhalawar,832.8
1979,Rajasthan,Jhalawar,623.6
1980,Rajasthan,Jhalawar,566.1
1981,Rajasthan,Jhalawar,665.8
1982,Rajasthan,Jhalawar,985.9
1983,Rajasthan,Jhalawar,926.5
1984,Rajasthan,Jhalawar,845.5
1985,Rajasthan,Jhalawar,1151.8
1986,Rajasthan,Jhalawar,1326.2
1987,Rajasthan,Jhalawar,1037
1988,Rajasthan,Jhalawar,847.7
1989,Rajasthan,Jhalawar,510.8
1990,Rajasthan,Jhalawar,1027.3
1991,Rajasthan,Jhalawar,714.8
1992,Rajasthan,Jhalawar,836
1993,Rajasthan,Jhalawar,1113.6
1994,Rajasthan,Jhalawar,987
1995,Rajasthan,Jhalawar,1012.1
1996,Rajasthan,Jhalawar,1282.4
1997,Rajasthan,Jhalawar,1123.6
1998,Rajasthan,Jhalawar,703.2
1999,Rajasthan,Jhalawar,1142.3
2000,Rajasthan,Jhalawar,726.1
2001,Rajasthan,Jhalawar,968.6
2002,Rajasthan,Jhalawar,484.3
2003,Rajasthan,Jhalawar,749.1
2004,Rajasthan,Jhalawar,808.8
2005,Rajasthan,Jhalawar,661.8
2006,Rajasthan,Jhalawar,1087
2007,Rajasthan,Jhalawar,726
2008,Rajasthan,Jhalawar,618.7
2009,Rajasthan,Jhalawar,657.9
2010,Rajasthan,Jhalawar,621.9
2011,Rajasthan,Jhalawar,1227.8
2012,Rajasthan,Jhalawar,689.9
2013,Rajasthan,Jhalawar,1438.8
2014,Rajasthan,Jhalawar,880.9
2015,Rajasthan,Jhalawar,1164.6
1966,Rajasthan,Jhunjhunu,416.1
1967,Rajasthan,Jhunjhunu,659.9
1968,Rajasthan,Jhunjhunu,361.5
1969,Rajasthan,Jhunjhunu,471.8
1970,Rajasthan,Jhunjhunu,548
1971,Rajasthan,Jhunjhunu,618.9
1972,Rajasthan,Jhunjhunu,313.3
1973,Rajasthan,Jhunjhunu,494.5
1974,Rajasthan,Jhunjhunu,354.9
1975,Rajasthan,Jhunjhunu,690.4
1976,Rajasthan,Jhunjhunu,645.5
1977,Rajasthan,Jhunjhunu,720.8
1978,Rajasthan,Jhunjhunu,841.7
1979,Rajasthan,Jhunjhunu,288.3
1980,Rajasthan,Jhunjhunu,384.3
1981,Rajasthan,Jhunjhunu,303.7
1982,Rajasthan,Jhunjhunu,497.3
1983,Rajasthan,Jhunjhunu,555.1
1984,Rajasthan,Jhunjhunu,323.3
1985,Rajasthan,Jhunjhunu,507.5
1986,Rajasthan,Jhunjhunu,333.4
1987,Rajasthan,Jhunjhunu,255.8
1988,Rajasthan,Jhunjhunu,623.7
1989,Rajasthan,Jhunjhunu,246.8
1990,Rajasthan,Jhunjhunu,381
1991,Rajasthan,Jhunjhunu,337
1992,Rajasthan,Jhunjhunu,509
1993,Rajasthan,Jhunjhunu,401
1994,Rajasthan,Jhunjhunu,548
1995,Rajasthan,Jhunjhunu,591
1996,Rajasthan,Jhunjhunu,549
1997,Rajasthan,Jhunjhunu,597.5
1998,Rajasthan,Jhunjhunu,509.8
1999,Rajasthan,Jhunjhunu,320.8
2000,Rajasthan,Jhunjhunu,340
2001,Rajasthan,Jhunjhunu,464.8
2002,Rajasthan,Jhunjhunu,169.3
2003,Rajasthan,Jhunjhunu,525.2
2004,Rajasthan,Jhunjhunu,320.7
2005,Rajasthan,Jhunjhunu,510.5
2006,Rajasthan,Jhunjhunu,341.7
2007,Rajasthan,Jhunjhunu,399.3
2008,Rajasthan,Jhunjhunu,484.3
2009,Rajasthan,Jhunjhunu,250
2010,Rajasthan,Jhunjhunu,763.6
2011,Rajasthan,Jhunjhunu,678.1
2012,Rajasthan,Jhunjhunu,457.8
2013,Rajasthan,Jhunjhunu,485.6
2014,Rajasthan,Jhunjhunu,464.1
2015,Rajasthan,Jhunjhunu,472.9
1966,Rajasthan,Jodhpur,301.6
1967,Rajasthan,Jodhpur,435.6
1968,Rajasthan,Jodhpur,152.3
1969,Rajasthan,Jodhpur,133.1
1970,Rajasthan,Jodhpur,451.5
1971,Rajasthan,Jodhpur,242.9
1972,Rajasthan,Jodhpur,188.6
1973,Rajasthan,Jodhpur,489.9
1974,Rajasthan,Jodhpur,158.9
1975,Rajasthan,Jodhpur,707.7
1976,Rajasthan,Jodhpur,481.6
1977,Rajasthan,Jodhpur,335.5
1978,Rajasthan,Jodhpur,342.4
1979,Rajasthan,Jodhpur,479
1980,Rajasthan,Jodhpur,250.6
1981,Rajasthan,Jodhpur,193.8
1982,Rajasthan,Jodhpur,343.8
1983,Rajasthan,Jodhpur,473
1984,Rajasthan,Jodhpur,222.7
1985,Rajasthan,Jodhpur,230.7
1986,Rajasthan,Jodhpur,191.8
1987,Rajasthan,Jodhpur,149.2
1988,Rajasthan,Jodhpur,289.6
1989,Rajasthan,Jodhpur,248
1990,Rajasthan,Jodhpur,821
1991,Rajasthan,Jodhpur,232.5
1992,Rajasthan,Jodhpur,525.9
1993,Rajasthan,Jodhpur,232
1994,Rajasthan,Jodhpur,396
1995,Rajasthan,Jodhpur,374
1996,Rajasthan,Jodhpur,521.1
1997,Rajasthan,Jodhpur,474.6
1998,Rajasthan,Jodhpur,361.9
1999,Rajasthan,Jodhpur,313.3
2000,Rajasthan,Jodhpur,236.6
2001,Rajasthan,Jodhpur,375.3
2002,Rajasthan,Jodhpur,87.7
2003,Rajasthan,Jodhpur,369.9
2004,Rajasthan,Jodhpur,221.7
2005,Rajasthan,Jodhpur,246.8
2006,Rajasthan,Jodhpur,223.4
2007,Rajasthan,Jodhpur,321.2
2008,Rajasthan,Jodhpur,273.7
2009,Rajasthan,Jodhpur,139.2
2010,Rajasthan,Jodhpur,478.1
2011,Rajasthan,Jodhpur,406.9
2012,Rajasthan,Jodhpur,348.8
2013,Rajasthan,Jodhpur,492.7
2014,Rajasthan,Jodhpur,337.8
2015,Rajasthan,Jodhpur,405.7
1966,Rajasthan,Kota,466
1967,Rajasthan,Kota,913.8
1968,Rajasthan,Kota,554.4
1969,Rajasthan,Kota,763.2
1970,Rajasthan,Kota,792.6
1971,Rajasthan,Kota,1292.3
1972,Rajasthan,Kota,468.4
1973,Rajasthan,Kota,773.4
1974,Rajasthan,Kota,997.6
1975,Rajasthan,Kota,983.8
1976,Rajasthan,Kota,848
1977,Rajasthan,Kota,872.4
1978,Rajasthan,Kota,709.5
1979,Rajasthan,Kota,581.4
1980,Rajasthan,Kota,500.9
1981,Rajasthan,Kota,680.2
1982,Rajasthan,Kota,807.9
1983,Rajasthan,Kota,721.2
1984,Rajasthan,Kota,592
1985,Rajasthan,Kota,646.3
1986,Rajasthan,Kota,1073.8
1987,Rajasthan,Kota,681.9
1988,Rajasthan,Kota,782.2
1989,Rajasthan,Kota,512.1
1990,Rajasthan,Kota,660
1991,Rajasthan,Kota,821.2
1992,Rajasthan,Kota,698.4
1993,Rajasthan,Kota,759.6
1994,Rajasthan,Kota,919
1995,Rajasthan,Kota,829.2
1996,Rajasthan,Kota,781.2
1997,Rajasthan,Kota,718.6
1998,Rajasthan,Kota,595.1
1999,Rajasthan,Kota,855.8
2000,Rajasthan,Kota,769.3
2001,Rajasthan,Kota,970.8
2002,Rajasthan,Kota,386.4
2003,Rajasthan,Kota,635.7
2004,Rajasthan,Kota,853
2005,Rajasthan,Kota,665.2
2006,Rajasthan,Kota,964.7
2007,Rajasthan,Kota,746.6
2008,Rajasthan,Kota,662.5
2009,Rajasthan,Kota,539.4
2010,Rajasthan,Kota,593.7
2011,Rajasthan,Kota,1228.7
2012,Rajasthan,Kota,636.2
2013,Rajasthan,Kota,1190.8
2014,Rajasthan,Kota,814.5
2015,Rajasthan,Kota,832.2
1966,Rajasthan,Nagaur,256.7
1967,Rajasthan,Nagaur,437.1
1968,Rajasthan,Nagaur,415
1969,Rajasthan,Nagaur,219
1970,Rajasthan,Nagaur,507.7
1971,Rajasthan,Nagaur,544.2
1972,Rajasthan,Nagaur,193.2
1973,Rajasthan,Nagaur,453.8
1974,Rajasthan,Nagaur,390.7
1975,Rajasthan,Nagaur,1124.6
1976,Rajasthan,Nagaur,526
1977,Rajasthan,Nagaur,542.6
1978,Rajasthan,Nagaur,434.8
1979,Rajasthan,Nagaur,322.1
1980,Rajasthan,Nagaur,354.9
1981,Rajasthan,Nagaur,390.1
1982,Rajasthan,Nagaur,391.5
1983,Rajasthan,Nagaur,634.1
1984,Rajasthan,Nagaur,207.7
1985,Rajasthan,Nagaur,250.4
1986,Rajasthan,Nagaur,242.4
1987,Rajasthan,Nagaur,165.6
1988,Rajasthan,Nagaur,343.2
1989,Rajasthan,Nagaur,257.4
1990,Rajasthan,Nagaur,473
1991,Rajasthan,Nagaur,275
1992,Rajasthan,Nagaur,443
1993,Rajasthan,Nagaur,323
1994,Rajasthan,Nagaur,255.2
1995,Rajasthan,Nagaur,515
1996,Rajasthan,Nagaur,914
1997,Rajasthan,Nagaur,608.3
1998,Rajasthan,Nagaur,412.1
1999,Rajasthan,Nagaur,246.8
2000,Rajasthan,Nagaur,316.5
2001,Rajasthan,Nagaur,360.9
2002,Rajasthan,Nagaur,144.3
2003,Rajasthan,Nagaur,469.1
2004,Rajasthan,Nagaur,301.3
2005,Rajasthan,Nagaur,354.1
2006,Rajasthan,Nagaur,265.2
2007,Rajasthan,Nagaur,261
2008,Rajasthan,Nagaur,383.2
2009,Rajasthan,Nagaur,149.1
2010,Rajasthan,Nagaur,540.9
2011,Rajasthan,Nagaur,440.9
2012,Rajasthan,Nagaur,499.4
2013,Rajasthan,Nagaur,499.9
2014,Rajasthan,Nagaur,444
2015,Rajasthan,Nagaur,535.5
1966,Rajasthan,Pali,444.8
1967,Rajasthan,Pali,702.6
1968,Rajasthan,Pali,286.4
1969,Rajasthan,Pali,180.6
1970,Rajasthan,Pali,682.6
1971,Rajasthan,Pali,315
1972,Rajasthan,Pali,342
1973,Rajasthan,Pali,1011.4
1974,Rajasthan,Pali,188.6
1975,Rajasthan,Pali,706.9
1976,Rajasthan,Pali,459.7
1977,Rajasthan,Pali,403.7
1978,Rajasthan,Pali,469.8
1979,Rajasthan,Pali,670.5
1980,Rajasthan,Pali,458.7
1981,Rajasthan,Pali,215.6
1982,Rajasthan,Pali,389.7
1983,Rajasthan,Pali,689.3
1984,Rajasthan,Pali,299
1985,Rajasthan,Pali,278.2
1986,Rajasthan,Pali,321.2
1987,Rajasthan,Pali,167.8
1988,Rajasthan,Pali,525.4
1989,Rajasthan,Pali,426.9
1990,Rajasthan,Pali,1047
1991,Rajasthan,Pali,304.6
1992,Rajasthan,Pali,685.8
1993,Rajasthan,Pali,291.4
1994,Rajasthan,Pali,650.4
1995,Rajasthan,Pali,417.6
1996,Rajasthan,Pali,633.2
1997,Rajasthan,Pali,754.5
1998,Rajasthan,Pali,418.5
1999,Rajasthan,Pali,452.6
2000,Rajasthan,Pali,337.3
2001,Rajasthan,Pali,554.9
2002,Rajasthan,Pali,176
2003,Rajasthan,Pali,549.7
2004,Rajasthan,Pali,360
2005,Rajasthan,Pali,358.4
2006,Rajasthan,Pali,533
2007,Rajasthan,Pali,444.1
2008,Rajasthan,Pali,280.6
2009,Rajasthan,Pali,270.6
2010,Rajasthan,Pali,670.3
2011,Rajasthan,Pali,645.9
2012,Rajasthan,Pali,505.9
2013,Rajasthan,Pali,538.5
2014,Rajasthan,Pali,538.4
2015,Rajasthan,Pali,572
1990,Rajasthan,Swami Madhopur,667
1991,Rajasthan,Swami Madhopur,773
1992,Rajasthan,Swami Madhopur,807
1993,Rajasthan,Swami Madhopur,713
1994,Rajasthan,Swami Madhopur,1130
1995,Rajasthan,Swami Madhopur,1086
1996,Rajasthan,Swami Madhopur,802
1997,Rajasthan,Swami Madhopur,759.1
1998,Rajasthan,Swami Madhopur,878.1
1999,Rajasthan,Swami Madhopur,643
2000,Rajasthan,Swami Madhopur,389.8
2001,Rajasthan,Swami Madhopur,645.4
2002,Rajasthan,Swami Madhopur,239.6
2003,Rajasthan,Swami Madhopur,661.1
2004,Rajasthan,Swami Madhopur,608.7
2005,Rajasthan,Swami Madhopur,559.1
2006,Rajasthan,Swami Madhopur,426.2
2007,Rajasthan,Swami Madhopur,463.4
2008,Rajasthan,Swami Madhopur,744.2
2009,Rajasthan,Swami Madhopur,421.2
2010,Rajasthan,Swami Madhopur,818.3
2011,Rajasthan,Swami Madhopur,820.7
2012,Rajasthan,Swami Madhopur,700.7
2013,Rajasthan,Swami Madhopur,940
2014,Rajasthan,Swami Madhopur,731.3
2015,Rajasthan,Swami Madhopur,574.4
1966,Rajasthan,Sikar,366.7
1967,Rajasthan,Sikar,497.7
1990,Rajasthan,Sikar,468
1991,Rajasthan,Sikar,344
1992,Rajasthan,Sikar,464
1993,Rajasthan,Sikar,296
1994,Rajasthan,Sikar,461.6
1995,Rajasthan,Sikar,761
1996,Rajasthan,Sikar,972
1997,Rajasthan,Sikar,609.8
1998,Rajasthan,Sikar,497.8
1999,Rajasthan,Sikar,278.8
2000,Rajasthan,Sikar,278.9
2001,Rajasthan,Sikar,458.8
2002,Rajasthan,Sikar,198.1
2003,Rajasthan,Sikar,477
2004,Rajasthan,Sikar,287.2
2005,Rajasthan,Sikar,338
2006,Rajasthan,Sikar,344.1
2007,Rajasthan,Sikar,315.1
2008,Rajasthan,Sikar,535.8
2009,Rajasthan,Sikar,176.9
2010,Rajasthan,Sikar,820.5
2011,Rajasthan,Sikar,635.2
2012,Rajasthan,Sikar,641.4
2013,Rajasthan,Sikar,517.5
2014,Rajasthan,Sikar,510.6
2015,Rajasthan,Sikar,625.2
1990,Rajasthan,Sirohi,1415.4
1991,Rajasthan,Sirohi,206.8
1992,Rajasthan,Sirohi,931.8
1993,Rajasthan,Sirohi,542.2
1994,Rajasthan,Sirohi,719
1995,Rajasthan,Sirohi,523
1996,Rajasthan,Sirohi,469.4
1997,Rajasthan,Sirohi,896.3
1998,Rajasthan,Sirohi,656.8
1999,Rajasthan,Sirohi,394.4
2000,Rajasthan,Sirohi,512.5
2001,Rajasthan,Sirohi,742.6
2002,Rajasthan,Sirohi,270.5
2003,Rajasthan,Sirohi,922.7
2004,Rajasthan,Sirohi,675.8
2005,Rajasthan,Sirohi,948.6
2006,Rajasthan,Sirohi,1545.5
2007,Rajasthan,Sirohi,862.2
2008,Rajasthan,Sirohi,468.1
2009,Rajasthan,Sirohi,473.9
2010,Rajasthan,Sirohi,1447.4
2011,Rajasthan,Sirohi,1080.9
2012,Rajasthan,Sirohi,805.2
2013,Rajasthan,Sirohi,957.5
2014,Rajasthan,Sirohi,722.7
2015,Rajasthan,Sirohi,1133.6
1968,Rajasthan,Tonk,433.7
1969,Rajasthan,Tonk,623.9
1970,Rajasthan,Tonk,590.4
1971,Rajasthan,Tonk,943.2
1972,Rajasthan,Tonk,357.1
1973,Rajasthan,Tonk,794.3
1974,Rajasthan,Tonk,740.8
1975,Rajasthan,Tonk,897.1
1976,Rajasthan,Tonk,815.6
1977,Rajasthan,Tonk,793.1
1978,Rajasthan,Tonk,532.4
1979,Rajasthan,Tonk,551.3
1980,Rajasthan,Tonk,459.9
1981,Rajasthan,Tonk,632.3
1982,Rajasthan,Tonk,470.4
1983,Rajasthan,Tonk,754.5
1984,Rajasthan,Tonk,379.6
1985,Rajasthan,Tonk,427.4
1986,Rajasthan,Tonk,632.8
1987,Rajasthan,Tonk,326.4
1988,Rajasthan,Tonk,535.8
1989,Rajasthan,Tonk,467.2
1990,Rajasthan,Tonk,609.5
1991,Rajasthan,Tonk,435.2
1992,Rajasthan,Tonk,605.2
1993,Rajasthan,Tonk,601.9
1994,Rajasthan,Tonk,571.7
1995,Rajasthan,Tonk,933
1996,Rajasthan,Tonk,1078
1997,Rajasthan,Tonk,711.5
1998,Rajasthan,Tonk,584.8
1999,Rajasthan,Tonk,643.9
2000,Rajasthan,Tonk,501
2001,Rajasthan,Tonk,577.3
2002,Rajasthan,Tonk,239.8
2003,Rajasthan,Tonk,626.3
2004,Rajasthan,Tonk,508.7
2005,Rajasthan,Tonk,390.7
2006,Rajasthan,Tonk,278.6
2007,Rajasthan,Tonk,382.5
2008,Rajasthan,Tonk,547.2
2009,Rajasthan,Tonk,287.8
2010,Rajasthan,Tonk,784.7
2011,Rajasthan,Tonk,867.4
2012,Rajasthan,Tonk,667.4
2013,Rajasthan,Tonk,792.9
2014,Rajasthan,Tonk,790.2
